,# cysts,# detected,# missed,# wrong,# recall,iou,precision,recall
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x8",3.0,3.0,0.0,1.0,0.9999666677777407,0.6655629139072847,0.7904494382022472,0.8081562320505457
TUBULI ADPKD 11.12.2020_T4 12 A 40X7,6.0,6.0,0.0,3.0,0.9999833336111065,0.7106655185139623,0.8217638691322902,0.8401687027341478
IF 4-12.09.19 40x1 TRIAC tubo 19 (8),1.0,1.0,0.0,0.0,0.9999000099990001,0.7158081705150977,0.8241308793456033,0.8448637316561844
IF TUBI 18.12.2020_T4 2 B 40X2,5.0,4.0,1.0,1.0,0.7999840003199936,0.5915930035734437,0.7020421827920991,0.7899296835760924
IF TUBI 18.12.2020_CTRL 6 B 40X40,6.0,4.0,2.0,1.0,0.6666555557407376,0.2908658609074698,0.6498450641876937,0.3449248120300752
TUBI 29-30.07.2020_LM609+T4 19 40x18 side A,1.0,1.0,0.0,7.0,0.9999000099990001,0.05978462681024879,0.07857491459248414,0.2
IF TUBI 18.12.2020_DBD+T4 14 B 40X7,5.0,5.0,0.0,0.0,0.999980000399992,0.8505456270757552,0.9381596162232883,0.9010639189075982
IF ADPKD tubules 9-17.10.19 _DBD 32 40X9,3.0,3.0,0.0,0.0,0.9999666677777407,0.7144379328716036,0.9325452016689847,0.753370786516854
IF TUBI 18.12.2020_DBD 18 B 40X9,2.0,2.0,0.0,0.0,0.9999500024998749,0.8363128491620112,0.9122486288848263,0.9094775212636695
TUBI 29-30.07.2020_T4 2 40x28 side A,2.0,2.0,0.0,1.0,0.9999500024998749,0.7698815566835872,0.8525921299188007,0.8880936890045543
IF TUBI 18.12.2020_CTRL 6 B 40X39,3.0,3.0,0.0,1.0,0.9999666677777407,0.869899594103824,0.9185653056620798,0.9425925925925925
IF TUBI 18.12.2020_T4 2 A 40X33,4.0,4.0,0.0,0.0,0.9999750006249845,0.800104248110503,0.8945221445221445,0.883453237410072
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X7,2.0,2.0,0.0,0.0,0.9999500024998749,0.6852409638554217,0.853258321612752,0.7767819035424669
IF TUBI 18.12.2020_T4 2 B 40X6,1.0,1.0,0.0,2.0,0.9999000099990001,0.5070332480818415,0.5572733661278988,0.8490364025695931
IF 4-12.09.19 40x1 T3 tubo 7 (27),6.0,4.0,2.0,0.0,0.6666555557407376,0.6186410530060477,0.8834137668275337,0.673639356963006
IF 4-12.09.19 RESV  TUBO 17 40X1 (5),2.0,2.0,0.0,1.0,0.9999500024998749,0.6303123399897593,0.7598765432098765,0.7870843989769821
IF 4-12.09.19 CTRL tubo 21 40x1  (6),1.0,1.0,0.0,0.0,0.9999000099990001,0.8238304093567251,0.9973451327433628,0.8256410256410256
TUBULI ADPKD 11.12.2020_T4 12 B 40X15,3.0,2.0,1.0,1.0,0.6666444451851604,0.7362906042612644,0.8635804997951659,0.833201581027668
TUBULI ADPKD 11.12.2020_T4 12 A 40X31,6.0,5.0,1.0,0.0,0.8333194446759221,0.8672024952015355,0.9539456320929005,0.9050957806435458
TUBI 29-30.07.2020_LM609+T4 19 40x47 side A,2.0,1.0,1.0,13.0,0.49997500124993743,0.15345191438046427,0.15644690333487013,0.8890829694323145
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X1,4.0,1.0,3.0,0.0,0.24999375015624611,0.4181410416147521,0.8906581740976646,0.44076700814289466
IF TUBI 18.12.2020_DBD 18 B 40X11,4.0,4.0,0.0,0.0,0.9999750006249845,0.7819825853985265,0.864921595258674,0.8907680569684638
TUBULI ADPKD 11.12.2020_T4 12 B 40X22,3.0,3.0,0.0,1.0,0.9999666677777407,0.8247543284978942,0.8976317799847212,0.9103822314049587
IF TUBI 18.12.2020_DBD 18 A 40X30,1.0,1.0,0.0,0.0,0.9999000099990001,0.9400072280448138,0.9619082840236687,0.9763513513513513
TUBULI ADPKD 11.12.2020_T4 12 A 40X20,2.0,1.0,1.0,1.0,0.49997500124993743,0.888733705772812,0.945049504950495,0.9371624938635248
TUBULI ADPKD 11.12.2020_DBD 3 A 40X23,8.0,5.0,3.0,0.0,0.6249921875976551,0.7610625375425483,0.9563066085206307,0.7884801548886737
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x5",3.0,1.0,2.0,0.0,0.3333222225925802,0.6408122503328895,0.8188005104210974,0.7467028704422033
IF TUBI 18.12.2020_DBD 18 A 40X10,2.0,2.0,0.0,0.0,0.9999500024998749,0.9011449315833566,0.9784718010915706,0.9193732193732194
IF TUBI 18.12.2020_DBD 18 B 40X3,5.0,3.0,2.0,1.0,0.5999880002399952,0.697661380746436,0.9257173219978746,0.7390345295664715
IF ADPKD tubules 9-17.10.19 _CTRL 2 40X6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X1,3.0,3.0,0.0,1.0,0.9999666677777407,0.8331042607500491,0.8728656655009257,0.9481564245810056
IF TUBI 18.12.2020_CTRL 6 A 40X30,4.0,4.0,0.0,0.0,0.9999750006249845,0.8119951040391676,0.932003371733633,0.8631277647671091
IF TUBI 18.12.2020_DBD+T4 14 A 40X32,1.0,1.0,0.0,0.0,0.9999000099990001,0.5472496473906912,0.7185185185185186,0.696588868940754
IF TUBI 18.12.2020_T4 2 B 40X7,3.0,3.0,0.0,1.0,0.9999666677777407,0.7430441898527005,0.8711921324058527,0.8347506320386118
IF TUBI 18.12.2020_CTRL 6 B 40X42,7.0,7.0,0.0,0.0,0.999985714489793,0.8817005545286506,0.9310871594670288,0.9432550941449575
TUBULI ADPKD 11.12.2020_DBD 3 B 40X4,6.0,6.0,0.0,1.0,0.9999833336111065,0.7889049686444766,0.8618254637436762,0.9031367351446874
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x6",6.0,5.0,1.0,1.0,0.8333194446759221,0.5065321647097735,0.5921128938720278,0.778003556007112
IF ADPKD tubules 9-17.10.19 _Resv 24 40X10,2.0,1.0,1.0,0.0,0.49997500124993743,0.8095391556558169,0.9108049311094997,0.8792439621981099
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x8",5.0,5.0,0.0,0.0,0.999980000399992,0.7838709677419354,0.8583539385376192,0.9003334568358652
IF TUBI 18.12.2020_DBD 18 A 40X15,1.0,1.0,0.0,0.0,0.9999000099990001,0.9189399844115355,0.9663934426229508,0.9492753623188406
IF TUBI 18.12.2020_CTRL 6 B 40X32,4.0,4.0,0.0,2.0,0.9999750006249845,0.7988866942000359,0.8443727462516607,0.9368288060644346
IF TUBI 18.12.2020_DBD 18 A 40X9,3.0,3.0,0.0,2.0,0.9999666677777407,0.8116005233318796,0.8745300751879699,0.918558736426456
IF TUBI 18.12.2020_CTRL 6 B 40X27,9.0,9.0,0.0,2.0,0.9999888890123443,0.795861927686162,0.8849658314350797,0.887695647206672
TUBULI ADPKD 11.12.2020_DBD 3 A 40X51,1.0,1.0,0.0,0.0,0.9999000099990001,0.7895408163265306,0.902332361516035,0.8633193863319386
TUBI 29-30.07.2020_LM609+T4 19 40x35 side A,4.0,1.0,3.0,3.0,0.24999375015624611,0.027826699542092288,0.08324552160168598,0.04012188928390046
IF 4-12.09.19 40x1 T3 tubo 7 (18),2.0,1.0,1.0,0.0,0.49997500124993743,0.29219530949634753,0.979381443298969,0.2940038684719536
TUBI 29-30.07.2020_LM609+T4 19 40x38 side A,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
IF 4-12.09.19 40x1 TRIAC tubo 19 (12),1.0,1.0,0.0,1.0,0.9999000099990001,0.6565798733286418,0.7469975980784628,0.8443438914027149
IF ADPKD tubules 9-17.10.19 _Resv 24 40X3,1.0,1.0,0.0,0.0,0.9999000099990001,0.8249787595581988,0.9788306451612904,0.8399653979238755
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x4",3.0,2.0,1.0,0.0,0.6666444451851604,0.6323894684550422,0.9875872769588828,0.6374561842764146
IF TUBI 18.12.2020_CTRL 6 B 40X38,10.0,10.0,0.0,3.0,0.999990000099999,0.8451121189216427,0.9059419311276165,0.9263964648208244
TUBULI ADPKD 11.12.2020_DBD 3 A 40X8,7.0,6.0,1.0,0.0,0.8571306124198226,0.8788013647826732,0.9391993658343242,0.9318128195045222
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X46,5.0,5.0,0.0,1.0,0.999980000399992,0.8373475763378011,0.8858208955223881,0.9386579304112065
TUBULI ADPKD 11.12.2020_DBD 3 A 40X48,8.0,5.0,3.0,0.0,0.6249921875976551,0.6826376641191456,0.9229036958537554,0.7239193682460515
TUBULI ADPKD 11.12.2020_T4 12 A 40X10,5.0,4.0,1.0,0.0,0.7999840003199936,0.8293061405453336,0.9257609502598366,0.888387556399905
IF TUBI 18.12.2020_DBD+T4 14 A 40X8,3.0,2.0,1.0,0.0,0.6666444451851604,0.6648677819751754,0.9194029850746268,0.7060171919770774
TUBI 29-30.07.2020_LM609+T4 19 40x16 side B,5.0,4.0,1.0,0.0,0.7999840003199936,0.6526492851135408,0.9810366624525917,0.6609880749574105
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X42,8.0,7.0,1.0,1.0,0.874989062636717,0.5364556527706296,0.853438864628821,0.5908919123204838
TUBULI ADPKD 11.12.2020_T4 12 B 40X5,5.0,5.0,0.0,0.0,0.999980000399992,0.8854951910579673,0.9154182062479006,0.9643994620992286
TUBI 29-30.07.2020_LM609+T4 19 40x4 side A,1.0,1.0,0.0,0.0,0.9999000099990001,0.8733766233766234,0.9389179755671903,0.9259896729776248
IF ADPKD tubules 9-17.10.19 _T4 15 40X9,2.0,2.0,0.0,0.0,0.9999500024998749,0.8838263873893327,0.9323462414578587,0.9443931702814952
TUBULI ADPKD 11.12.2020_DBD 3 A 40X1,3.0,3.0,0.0,1.0,0.9999666677777407,0.8049664429530201,0.8295753216212478,0.9644580250884529
IF TUBI 18.12.2020_DBD+T4 14 A 40X29,2.0,1.0,1.0,0.0,0.49997500124993743,0.6472838561591431,0.9358407079646017,0.677341873498799
IF TUBI 18.12.2020_T4 2 B 40X24,7.0,6.0,1.0,0.0,0.8571306124198226,0.693782576321668,0.9090243902439025,0.7455491098219644
IF TUBI 18.12.2020_DBD 18 A 40X27,1.0,1.0,0.0,0.0,0.9999000099990001,0.8856396866840731,0.9691428571428572,0.9113379903277807
TUBI 29-30.07.2020_T4 2 40x50 side A,2.0,1.0,1.0,2.0,0.49997500124993743,0.4331514324693042,0.7488207547169812,0.5067837190742218
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X4,2.0,2.0,0.0,1.0,0.9999500024998749,0.7509955984070426,0.7670734318133162,0.972848221558512
TUBULI ADPKD 11.12.2020_DBD 3 B 40X25,8.0,6.0,2.0,0.0,0.7499906251171861,0.670061099796334,0.8777589134125636,0.739023892178885
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x6",6.0,4.0,2.0,1.0,0.6666555557407376,0.6783092324805339,0.8335155822854019,0.7846114256304684
IF TUBI 18.12.2020_T4 2 B 40X9,6.0,5.0,1.0,2.0,0.8333194446759221,0.7660372478013451,0.9088537670707381,0.8297842532922387
TUBI 29-30.07.2020_T4 2 40x11 side B,1.0,1.0,0.0,0.0,0.9999000099990001,0.802491103202847,0.9933920704845814,0.8067978533094812
IF TUBI 18.12.2020_T4 2 B 40X15,1.0,1.0,0.0,0.0,0.9999000099990001,0.7986539540100953,0.9070063694267516,0.8698839340256567
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x11",5.0,4.0,1.0,1.0,0.7999840003199936,0.6763073327490505,0.9237829209896249,0.7162747524752475
IF TUBI 18.12.2020_T4 2 A 40X32,5.0,5.0,0.0,2.0,0.999980000399992,0.7330042168055128,0.810438935637935,0.884682224428997
IF ADPKD tubules 9-17.10.19 _T4 15 40X1,3.0,2.0,1.0,0.0,0.6666444451851604,0.7423702950152594,0.9107644305772231,0.8006034009873835
IF ADPKD tubules 9-17.10.19 _Triac 6 40X6,1.0,1.0,0.0,0.0,0.9999000099990001,0.9016236867239733,0.944944944944945,0.9516129032258065
IF 4-12.09.19 40x1 TRIAC tubo 19 (16),2.0,1.0,1.0,0.0,0.49997500124993743,0.5927342256214149,0.9597523219814241,0.6078431372549019
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x8",1.0,1.0,0.0,0.0,0.9999000099990001,0.822429906542056,0.9428571428571428,0.8655737704918033
IF TUBI 18.12.2020_CTRL 6 B 40X20,6.0,6.0,0.0,3.0,0.9999833336111065,0.8868487698986975,0.9315914489311163,0.9486261609907121
TUBI 29-30.07.2020_T4 2 40x16 side B,3.0,2.0,1.0,1.0,0.6666444451851604,0.5176103432902363,0.7750333778371161,0.6091290661070304
IF TUBI 18.12.2020_DBD 18 A 40X8,6.0,4.0,2.0,0.0,0.6666555557407376,0.8424507658643327,0.9545454545454546,0.8776595744680851
IF TUBI 18.12.2020_CTRL 6 B 40X21,14.0,11.0,3.0,3.0,0.7857086735094749,0.8343069116957319,0.8928995162909555,0.9270823462522505
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x3",11.0,9.0,2.0,0.0,0.818174380232907,0.6484468737501666,0.8135139655460779,0.7616661446915127
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x1",5.0,4.0,1.0,1.0,0.7999840003199936,0.7051488334674175,0.9289878113407525,0.7453231292517006
IF TUBI 18.12.2020_T4 2 A 40X22,3.0,3.0,0.0,1.0,0.9999666677777407,0.653814824871029,0.6870185449358059,0.9311678267594741
TUBULI ADPKD 11.12.2020_T4 12 B 40X13,4.0,3.0,1.0,0.0,0.7499812504687383,0.5426457789382071,0.8588154269972452,0.5957955088389871
IF TUBI 18.12.2020_CTRL 6 B 40X16,10.0,10.0,0.0,1.0,0.999990000099999,0.7827313769751693,0.9120199894792215,0.846660969356611
TUBI 29-30.07.2020_LM609+T4 19 40x23 side B,10.0,8.0,2.0,1.0,0.7999920000799993,0.5636969192339717,0.698208070130205,0.7452869134443374
IF 4-12.09.19 RESV  TUBO 17 40X1 (11),2.0,2.0,0.0,0.0,0.9999500024998749,0.7996127783155856,0.9167591564927858,0.8622129436325678
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x4",4.0,4.0,0.0,1.0,0.9999750006249845,0.7817460317460317,0.8640350877192983,0.8914027149321267
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x7",2.0,1.0,1.0,0.0,0.49997500124993743,0.39661515820456217,0.8356589147286821,0.4301675977653631
IF TUBI 18.12.2020_CTRL 6 A 40X5,5.0,4.0,1.0,0.0,0.7999840003199936,0.6567699001791656,0.8677713899222185,0.729806598407281
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X44,8.0,7.0,1.0,0.0,0.874989062636717,0.7794618341570566,0.8769306808352898,0.8752003946232582
IF ADPKD tubules 9-17.10.19 _CTRL 2 40X9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x2",1.0,1.0,0.0,0.0,0.9999000099990001,0.8446389496717724,0.8935185185185185,0.9391727493917275
TUBI 29-30.07.2020_T4 2 40x29 side A,2.0,2.0,0.0,0.0,0.9999500024998749,0.8732332155477032,0.969592937714566,0.8978201634877384
IF 4-12.09.19 TETRAC tubo 5 40x1  (4),5.0,5.0,0.0,1.0,0.999980000399992,0.7832970269689811,0.7961703985529844,0.9797751084161646
IF TUBI 18.12.2020_CTRL 6 B 40X11,4.0,3.0,1.0,0.0,0.7499812504687383,0.3564383561643836,0.982999622213827,0.35864920744314266
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X5,2.0,2.0,0.0,0.0,0.9999500024998749,0.7294921875,0.9515923566878981,0.757606490872211
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x1",1.0,1.0,0.0,0.0,0.9999000099990001,0.7793345008756567,0.8574181117533719,0.8953722334004024
TUBI 29-30.07.2020_LM609+T4 19 40x28 side A,2.0,2.0,0.0,1.0,0.9999500024998749,0.23658269441401972,0.2506769825918762,0.8079800498753117
IF ADPKD tubules 9-17.10.19 _Resv 24 40X7,2.0,1.0,1.0,0.0,0.49997500124993743,0.11601796407185629,0.9117647058823529,0.11733535200605602
IF 4-12.09.19 40x1 T3 tubo 7 (4),1.0,1.0,0.0,0.0,0.9999000099990001,0.7847682119205298,0.854978354978355,0.9052711993888465
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x8",7.0,7.0,0.0,1.0,0.999985714489793,0.7195637658580013,0.8998051767325355,0.7822405032663925
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X43,7.0,7.0,0.0,0.0,0.999985714489793,0.828027418126428,0.9125398690616082,0.899404367968233
IF 4-12.09.19 40x1 CTRL tubo 11 (4),4.0,1.0,3.0,1.0,0.24999375015624611,0.34099345943079373,0.7618483412322274,0.3816778789077958
TUBI 29-30.07.2020_T4 2 40x17 side A,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X11,4.0,4.0,0.0,0.0,0.9999750006249845,0.7625596407521751,0.8411764705882353,0.8908196721311475
TUBI 29-30.07.2020_LM609+T4 19 40x3 side B,4.0,3.0,1.0,0.0,0.7499812504687383,0.6846307385229541,0.9255261737722612,0.7245458386142797
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X23,7.0,7.0,0.0,1.0,0.999985714489793,0.6936458627506354,0.7259132285140087,0.9397765534129171
IF ADPKD tubules 9-17.10.19 _Triac 6 40X9,1.0,1.0,0.0,0.0,0.9999000099990001,0.8726453726453727,0.9134162023146164,0.9513392857142857
TUBULI ADPKD 11.12.2020_T4 12 B 40X1,5.0,3.0,2.0,1.0,0.5999880002399952,0.7790816326530612,0.8977072310405644,0.85498320268757
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X3,2.0,2.0,0.0,0.0,0.9999500024998749,0.6254222222222222,0.9766796224319823,0.6349034470312218
TUBI 29-30.07.2020_T4 2 40x51 side A,5.0,4.0,1.0,0.0,0.7999840003199936,0.6144705571692632,0.9655601659751037,0.6282397408207343
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X13,4.0,4.0,0.0,0.0,0.9999750006249845,0.8880895283772982,0.9094133697135062,0.9742765273311897
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X13,1.0,1.0,0.0,1.0,0.9999000099990001,0.2697768762677485,0.2784368457780879,0.8966292134831461
TUBULI ADPKD 11.12.2020_DBD 3 A 40X16,10.0,7.0,3.0,1.0,0.6999930000699993,0.735884804850322,0.9366258319668178,0.7744456851172435
IF TUBI 18.12.2020_DBD 18 B 40X12,7.0,5.0,2.0,0.0,0.7142755103498521,0.7005740528128588,0.9454601797334986,0.7300789662598708
IF TUBI 18.12.2020_DBD 18 B 40X20,4.0,3.0,1.0,2.0,0.7499812504687383,0.6676794530953285,0.7734271887373515,0.830028328611898
IF 4-12.09.19 T4 tubo 4 40x1 (1),3.0,3.0,0.0,0.0,0.9999666677777407,0.6965155488947171,0.7430055955235811,0.9175715695952616
IF 4-12.09.19 TETRAC tubo 5 40x1  (10),10.0,10.0,0.0,0.0,0.999990000099999,0.8670081295970936,0.9210401442535826,0.93662538201705
TUBI 29-30.07.2020_LM609+T4 19 40x11 side A,5.0,4.0,1.0,5.0,0.7999840003199936,0.23663126513881125,0.2852009880979115,0.5815018315018315
TUBI 29-30.07.2020_LM609+T4 19 40x16 side A,4.0,3.0,1.0,6.0,0.7499812504687383,0.5320446438844781,0.6067445217163102,0.8120828942746751
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x10",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
IF TUBI 18.12.2020_CTRL 6 A 40X15,6.0,6.0,0.0,0.0,0.9999833336111065,0.8547874219762102,0.8914271677720462,0.9541212041540686
IF TUBI 18.12.2020_DBD+T4 14 B 40X17,5.0,4.0,1.0,0.0,0.7999840003199936,0.7257707032037074,0.8143793805109654,0.8696281989377113
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x3",5.0,4.0,1.0,0.0,0.7999840003199936,0.7805648457822371,0.9277826855123675,0.8310583580613254
TUBULI ADPKD 11.12.2020_DBD 3 A 40X40,12.0,7.0,5.0,2.0,0.5833284722627311,0.6004561003420753,0.8009125475285171,0.7058035115936202
IF TUBI 18.12.2020_CTRL 6 B 40X18,3.0,3.0,0.0,1.0,0.9999666677777407,0.7712481787275376,0.8565264293419633,0.8856664807585053
IF TUBI 18.12.2020_T4 2 A 40X21,8.0,7.0,1.0,2.0,0.874989062636717,0.49643456375838924,0.5978782520838596,0.7452770780856424
TUBI 29-30.07.2020_T4 2 40x42 side A,2.0,2.0,0.0,0.0,0.9999500024998749,0.8362189985961629,0.9530666666666666,0.872132747681796
IF TUBI 18.12.2020_DBD 18 A 40X14,1.0,1.0,0.0,1.0,0.9999000099990001,0.8911080711354309,0.9528964306612053,0.9321694333142531
IF TUBI 18.12.2020_DBD 18 B 40X5,2.0,2.0,0.0,1.0,0.9999500024998749,0.5350641599522531,0.6827875095201827,0.7120730738681493
IF 4-12.09.19 T4 tubo 4 40x1 (5),4.0,4.0,0.0,0.0,0.9999750006249845,0.8289141414141414,0.887362018472629,0.926387582314205
IF TUBI 18.12.2020_T4 2 A 40X12,6.0,5.0,1.0,2.0,0.8333194446759221,0.4964590085223863,0.578623391158366,0.7775897725136304
IF TUBI 18.12.2020_T4 2 A 40X17,5.0,5.0,0.0,1.0,0.999980000399992,0.6009156050955414,0.8330573951434879,0.6831862412310478
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato B 40x2",4.0,2.0,2.0,0.0,0.49998750031249223,0.4896238651102464,0.937888198757764,0.5060321715817694
TUBULI ADPKD 11.12.2020_T4 12 A 40X16,5.0,4.0,1.0,0.0,0.7999840003199936,0.32975910693301996,0.9476572393414943,0.33587672052663076
TUBI 29-30.07.2020_T4 2 40x40 side A,8.0,2.0,6.0,3.0,0.249996875039062,0.13581037796284434,0.334913112164297,0.18596491228070175
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x9",1.0,1.0,0.0,0.0,0.9999000099990001,0.8602693602693603,0.938475665748393,0.911685994647636
TUBI 29-30.07.2020_T4 2 40x26 side A,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
IF ADPKD tubules 9-17.10.19 _Triac 6 40X3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF TUBI 18.12.2020_CTRL 6 A 40X23,3.0,2.0,1.0,0.0,0.6666444451851604,0.737830586431583,0.9527344716654293,0.7658643326039387
TUBI 29-30.07.2020_T4 2 40x44 side A,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x11",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF TUBI 18.12.2020_DBD 18 A 40X19,4.0,4.0,0.0,0.0,0.9999750006249845,0.724320241691843,0.8830570902394107,0.8011695906432749
TUBULI ADPKD 11.12.2020_DBD 3 B 40X30,9.0,5.0,4.0,0.0,0.5555493827846357,0.6269866001869742,0.9481621112158342,0.649241690868022
TUBI 29-30.07.2020_T4 2 40x36 side A,4.0,4.0,0.0,0.0,0.9999750006249845,0.7136258660508084,0.9050966608084359,0.7713429855217174
IF TUBI 18.12.2020_CTRL 6 B 40X44,2.0,2.0,0.0,0.0,0.9999500024998749,0.8993015133876601,0.9692597239648683,0.9257040143798682
IF ADPKD tubules 9-17.10.19 _Triac 6 40X11,2.0,2.0,0.0,0.0,0.9999500024998749,0.9109776078645548,0.9575200918484501,0.9493454752418896
TUBULI ADPKD 11.12.2020_DBD 3 B 40X26,3.0,2.0,1.0,0.0,0.6666444451851604,0.6708760852407262,0.8542713567839196,0.7575757575757576
IF 4-12.09.19 TETRAC tubo 5 40x1  (3),10.0,7.0,3.0,1.0,0.6999930000699993,0.684329426952014,0.9090348855902685,0.7346368715083799
IF ADPKD tubules 9-17.10.19 _T4 15 40X6,1.0,1.0,0.0,0.0,0.9999000099990001,0.8624181060154854,0.9288005131494548,0.923469387755102
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x1",4.0,3.0,1.0,0.0,0.7499812504687383,0.859046642747309,0.9103747963063552,0.9384098544232923
TUBULI ADPKD 11.12.2020_T4 12 B 40X3,3.0,2.0,1.0,2.0,0.6666444451851604,0.5636834986474302,0.8525400613706103,0.6245784938179093
TUBI 29-30.07.2020_LM609+T4 19 40x3 side A,4.0,3.0,1.0,0.0,0.7499812504687383,0.6604127579737336,0.8533333333333334,0.744973544973545
TUBI 29-30.07.2020_LM609+T4 19 40x7 side A,3.0,1.0,2.0,0.0,0.3333222225925802,0.1911487758945386,0.9902439024390244,0.19150943396226416
IF ADPKD tubules 9-17.10.19 _Resv 24 40X1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_T4 12 A 40X1,3.0,3.0,0.0,0.0,0.9999666677777407,0.7665338645418327,0.8639425235743152,0.8717716357045764
IF 4-12.09.19 T4 tubo 18 40x1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
IF 4-12.09.19 RESV  TUBO 17 40X1 (12),1.0,1.0,0.0,0.0,0.9999000099990001,0.760593220338983,0.8975,0.8329466357308585
IF TUBI 18.12.2020_T4 2 B 40X14,1.0,1.0,0.0,0.0,0.9999000099990001,0.738,0.9201995012468828,0.7884615384615384
TUBULI ADPKD 11.12.2020_DBD 3 B 40X19,2.0,2.0,0.0,2.0,0.9999500024998749,0.514070006863418,0.574533367425211,0.8300701884004433
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x10",4.0,3.0,1.0,0.0,0.7499812504687383,0.7944909532811234,0.8549840162743388,0.918227215980025
TUBULI ADPKD 11.12.2020_DBD 3 A 40X13,7.0,6.0,1.0,1.0,0.8571306124198226,0.7406956286371633,0.9259008627981729,0.7873687239246152
TUBI 29-30.07.2020_T4 2 40x30 side A,1.0,1.0,0.0,0.0,0.9999000099990001,0.6474630021141649,0.708502024291498,0.8825648414985591
TUBI 29-30.07.2020_T4 2 40x41 side A,6.0,3.0,3.0,1.0,0.49999166680555324,0.3723243895085921,0.7222222222222222,0.43455313159746656
IF TUBI 18.12.2020_T4 2 A 40X34,5.0,4.0,1.0,0.0,0.7999840003199936,0.6840903324029434,0.9095816464237517,0.7340049006261912
