,# cysts,# detected,# missed,# wrong,# recall,iou,precision,recall
IF TUBI 18.12.2020_T4 2 A 40X6,4.0,4.0,0.0,0.0,0.9999750006249845,0.8706854642683519,0.9696805630752572,0.8950524737631185
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x15",4.0,4.0,0.0,1.0,0.9999750006249845,0.8390947288006112,0.8758098275690223,0.9524170821591156
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x2",2.0,1.0,1.0,0.0,0.49997500124993743,0.3915525114155251,0.657088122605364,0.4921090387374462
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X12,1.0,1.0,0.0,0.0,0.9999000099990001,0.8436599423631124,0.9127045985970382,0.9177115987460815
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x7",5.0,4.0,1.0,0.0,0.7999840003199936,0.7357316743305383,0.8692873122403324,0.8272506082725061
IF 4-12.09.19 RESV  TUBO 17 40X1 (10),5.0,5.0,0.0,1.0,0.999980000399992,0.8458231671894969,0.9215189873417722,0.9114811568799299
IF TUBI 18.12.2020_DBD 18 A 40X7,4.0,4.0,0.0,2.0,0.9999750006249845,0.8142546718817906,0.8672468061470098,0.9301956111607587
TUBI 29-30.07.2020_T4 2 40x34 side A,5.0,4.0,1.0,2.0,0.7999840003199936,0.6102924506914532,0.8091373609858732,0.7129237288135594
IF TUBI 18.12.2020_DBD 18 B 40X7,4.0,2.0,2.0,0.0,0.49998750031249223,0.6006191950464397,0.9050618147888967,0.6410044605980506
IF ADPKD tubules 9-17.10.19 _Resv 24 40X24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X15,2.0,2.0,0.0,0.0,0.9999500024998749,0.8771974522292993,0.9443225452550741,0.9250403009134873
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x3",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF 4-12.09.19 40x1 CTRL tubo 11 (16),3.0,1.0,2.0,0.0,0.3333222225925802,0.3399029714978775,0.9790393013100437,0.34239462431276724
IF 4-12.09.19 RESV  TUBO 17 40X1 (4),4.0,4.0,0.0,1.0,0.9999750006249845,0.6206666666666667,0.6631054131054132,0.9065238558909445
IF ADPKD tubules 9-17.10.19 _Resv 24 40X14,2.0,2.0,0.0,0.0,0.9999500024998749,0.855959668707238,0.9481451934583167,0.8979977332829618
TUBULI ADPKD 11.12.2020_T4 12 B 40X21,2.0,1.0,1.0,0.0,0.49997500124993743,0.6952515946137491,0.8926296633303002,0.7587006960556845
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X41,8.0,6.0,2.0,2.0,0.7499906251171861,0.6200485044462409,0.8659328252893028,0.685893136597362
IF TUBI 18.12.2020_DBD 18 B 40X18,2.0,2.0,0.0,0.0,0.9999500024998749,0.9264829743713151,0.940400586223742,0.9842771315352167
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X12,3.0,1.0,2.0,0.0,0.3333222225925802,0.6012903225806452,0.9810526315789474,0.608355091383812
TUBULI ADPKD 11.12.2020_DBD 3 A 40X5,3.0,3.0,0.0,1.0,0.9999666677777407,0.7288058340929808,0.7739593417231365,0.925883034163289
IF TUBI 18.12.2020_CTRL 6 A 40X8,6.0,3.0,3.0,0.0,0.49999166680555324,0.6660139251523064,0.8293145489027364,0.7718103883005547
IF TUBI 18.12.2020_DBD 18 B 40X13,2.0,1.0,1.0,0.0,0.49997500124993743,0.7872230808861411,0.962822936357908,0.8119022316684378
TUBULI ADPKD 11.12.2020_T4 12 B 40X18,3.0,3.0,0.0,0.0,0.9999666677777407,0.9101179479892,0.9200545898577791,0.9882725098372039
IF TUBI 18.12.2020_CTRL 6 A 40X1,3.0,2.0,1.0,0.0,0.6666444451851604,0.8091545772886444,0.9376811594202898,0.8551414221517314
TUBI 29-30.07.2020_LM609+T4 19 40x27 side B,3.0,2.0,1.0,0.0,0.6666444451851604,0.8013671089666264,0.9330524344569289,0.8502559726962458
IF TUBI 18.12.2020_T4 2 B 40X3,2.0,2.0,0.0,0.0,0.9999500024998749,0.8427827992330869,0.8697003957037874,0.964576802507837
IF 4-12.09.19 RESV  TUBO 17 40X1 (8),2.0,2.0,0.0,0.0,0.9999500024998749,0.8898499558693733,0.9496985681989449,0.9338643942200815
TUBI 29-30.07.2020_LM609+T4 19 40x33 side A,4.0,2.0,2.0,22.0,0.49998750031249223,0.0757186446121728,0.07889562852959632,0.6528210453444099
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X6,2.0,2.0,0.0,0.0,0.9999500024998749,0.8673621460506706,0.9448051948051948,0.9136577708006279
TUBI 29-30.07.2020_T4 2 40x18 side B,4.0,4.0,0.0,0.0,0.9999750006249845,0.7811921510551647,0.9055793991416309,0.8504635227730754
TUBI 29-30.07.2020_LM609+T4 19 40x17 side A,4.0,4.0,0.0,18.0,0.9999750006249845,0.18614486856898121,0.1926529255319149,0.8463972736124635
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X10,7.0,4.0,3.0,0.0,0.5714204082798817,0.5665562913907285,0.8667679837892603,0.6206021037359448
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x5",6.0,2.0,4.0,1.0,0.3333277778703688,0.19424019607843138,0.8255208333333334,0.202555910543131
TUBULI ADPKD 11.12.2020_DBD 3 A 40X20,9.0,8.0,1.0,0.0,0.8888790124554172,0.8346662789006835,0.9553928095872171,0.8685126342865789
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_T4 12 A 40X29,6.0,5.0,1.0,0.0,0.8333194446759221,0.6875874941670556,0.8773444477523072,0.7607124419204956
TUBI 29-30.07.2020_LM609+T4 19 40x48 side A,4.0,1.0,3.0,2.0,0.24999375015624611,0.08155583437892096,0.3397212543554007,0.09691848906560636
IF 4-12.09.19 RESV  TUBO 17 40X1 (3),3.0,2.0,1.0,1.0,0.6666444451851604,0.8611152416356878,0.9494999180193474,0.9024466261492909
IF TUBI 18.12.2020_T4 2 A 40X8,3.0,3.0,0.0,1.0,0.9999666677777407,0.7164931138730265,0.8027850959729018,0.8695474928658785
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X4,4.0,1.0,3.0,0.0,0.24999375015624611,0.18882257189365165,0.9157894736842105,0.1921590281612369
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x1",4.0,4.0,0.0,2.0,0.9999750006249845,0.595992639542016,0.6415052816901409,0.8936235438381361
IF 4-12.09.19 TETRAC tubo 15 40x1 (5),17.0,16.0,1.0,3.0,0.9411709342886219,0.8041153419824209,0.8576471567729581,0.9279691553761891
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x13",1.0,1.0,0.0,0.0,0.9999000099990001,0.8243352135374697,0.8698979591836735,0.9402573529411765
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X27,2.0,2.0,0.0,0.0,0.9999500024998749,0.7820190858864892,0.8452768729641694,0.9126611957796014
IF ADPKD tubules 9-17.10.19 _Triac 6 40X18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X31,9.0,5.0,4.0,1.0,0.5555493827846357,0.504770750654395,0.8393709632125808,0.5587438078325078
IF TUBI 18.12.2020_T4 2 B 40X28,4.0,3.0,1.0,1.0,0.7499812504687383,0.6032287403365166,0.7254580257041291,0.781673541543901
TUBI 29-30.07.2020_LM609+T4 19 40x36 side A,4.0,3.0,1.0,0.0,0.7499812504687383,0.35366713681241185,0.7380426784400295,0.4044354838709677
IF TUBI 18.12.2020_DBD 18 A 40X16,3.0,3.0,0.0,0.0,0.9999666677777407,0.9202367531003383,0.950509461426492,0.9665482534043813
IF TUBI 18.12.2020_DBD+T4 14 A 40X24,4.0,3.0,1.0,0.0,0.7499812504687383,0.696763202725724,0.8904208998548622,0.762111801242236
IF ADPKD tubules 9-17.10.19 _Triac 6 40X8,1.0,1.0,0.0,0.0,0.9999000099990001,0.8957106812447435,0.9333917616126205,0.9568733153638814
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x4",3.0,2.0,1.0,0.0,0.6666444451851604,0.44764730818143283,0.8488745980707395,0.48641179180101335
TUBULI ADPKD 11.12.2020_DBD 3 A 40X19,8.0,7.0,1.0,1.0,0.874989062636717,0.8203355248243028,0.8891755743948888,0.9137626262626263
IF TUBI 18.12.2020_CTRL 6 A 40X2,7.0,6.0,1.0,0.0,0.8571306124198226,0.5689795918367347,0.9087353324641461,0.6034632034632035
IF TUBI 18.12.2020_T4 2 A 40X13,6.0,5.0,1.0,0.0,0.8333194446759221,0.8280948021564439,0.9559652418976045,0.8609348561759729
IF TUBI 18.12.2020_DBD+T4 14 A 40X28,3.0,1.0,2.0,1.0,0.3333222225925802,0.10442260442260443,0.3359683794466403,0.13157894736842105
IF TUBI 18.12.2020_CTRL 6 A 40X3,2.0,1.0,1.0,0.0,0.49997500124993743,0.3385518590998043,0.9105263157894737,0.35020242914979755
TUBI 29-30.07.2020_T4 2 40x46 side A,2.0,1.0,1.0,0.0,0.49997500124993743,0.40263852242744064,0.9478260869565217,0.4117647058823529
IF TUBI 18.12.2020_T4 2 A 40X4,5.0,5.0,0.0,1.0,0.999980000399992,0.7346078578955292,0.8559901771619014,0.8381999312950876
IF TUBI 18.12.2020_DBD 18 A 40X25,2.0,2.0,0.0,0.0,0.9999500024998749,0.8368320610687023,0.9036579082946935,0.9188056574122577
IF 4-12.09.19 40x1 T3 tubo 7 (15),1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
IF TUBI 18.12.2020_T4 2 A 40X16,3.0,1.0,2.0,0.0,0.3333222225925802,0.576048951048951,0.8899392302498312,0.6202352941176471
TUBULI ADPKD 11.12.2020_DBD 3 B 40X1,4.0,3.0,1.0,0.0,0.7499812504687383,0.7311674101506607,0.9393382352941176,0.7674028268551236
TUBULI ADPKD 11.12.2020_DBD 3 A 40X38,6.0,6.0,0.0,2.0,0.9999833336111065,0.7596890971039182,0.7894445673821642,0.952730671651756
IF TUBI 18.12.2020_T4 2 A 40X29,4.0,4.0,0.0,0.0,0.9999750006249845,0.6253943217665615,0.9554216867469879,0.644191714053615
IF 4-12.09.19 40x1 TRIAC tubo 19 (14),4.0,3.0,1.0,0.0,0.7499812504687383,0.788659793814433,0.9474308300395257,0.8247505447872463
TUBULI ADPKD 11.12.2020_DBD 3 A 40X43,8.0,8.0,0.0,1.0,0.999987500156248,0.798338313533999,0.8815387091582166,0.8942770838435791
TUBULI ADPKD 11.12.2020_DBD 3 B 40X13,15.0,15.0,0.0,1.0,0.9999933333777775,0.8003726857417649,0.8783560920905072,0.9001487290427258
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x7",2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato B 40x1",9.0,3.0,6.0,2.0,0.33332962967078145,0.521982951996411,0.8666666666666667,0.567560975609756
IF TUBI 18.12.2020_DBD+T4 14 B 40X16,2.0,2.0,0.0,1.0,0.9999500024998749,0.52832674571805,0.5761494252873564,0.8642241379310345
IF TUBI 18.12.2020_T4 2 A 40X18,5.0,5.0,0.0,1.0,0.999980000399992,0.6752827140549273,0.803073967339097,0.8092933204259438
IF TUBI 18.12.2020_T4 2 A 40X7,6.0,5.0,1.0,1.0,0.8333194446759221,0.82338051935877,0.9262813752372917,0.8811195826645265
IF TUBI 18.12.2020_T4 2 A 40X15,5.0,3.0,2.0,1.0,0.5999880002399952,0.8255102040816327,0.9315804625275885,0.8787906218882955
IF 4-12.09.19 40x1 T3 tubo 7 (17),3.0,2.0,1.0,1.0,0.6666444451851604,0.7741203178206584,0.9432918395573997,0.8119047619047619
IF TUBI 18.12.2020_T4 2 B 40X8,8.0,8.0,0.0,1.0,0.999987500156248,0.7925118398713251,0.9222210668607674,0.84927702767404
TUBI 29-30.07.2020_LM609+T4 19 40x24 side A,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
TUBI 29-30.07.2020_LM609+T4 19 40x19 side B,3.0,2.0,1.0,1.0,0.6666444451851604,0.5855965822398536,0.9210463162946965,0.6165461847389558
TUBI 29-30.07.2020_T4 2 40x13 side A,4.0,1.0,3.0,0.0,0.24999375015624611,0.2558441558441558,0.6061538461538462,0.3068535825545171
IF TUBI 18.12.2020_DBD 18 B 40X19,3.0,3.0,0.0,1.0,0.9999666677777407,0.8435689455388181,0.8898395721925134,0.9419375707585315
TUBI 29-30.07.2020_T4 2 40x7 side B,4.0,4.0,0.0,0.0,0.9999750006249845,0.7745465015836452,0.9063342318059299,0.8419405320813772
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X18,8.0,6.0,2.0,1.0,0.7499906251171861,0.8442976885953772,0.9102692834322227,0.920945696342815
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x9",1.0,1.0,0.0,0.0,0.9999000099990001,0.808,0.8416666666666667,0.9528301886792453
TUBULI ADPKD 11.12.2020_DBD 3 B 40X12,9.0,8.0,1.0,4.0,0.8888790124554172,0.677724795640327,0.7527426798819702,0.8718016123378899
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x1",4.0,3.0,1.0,0.0,0.7499812504687383,0.7279765641347562,0.8068181818181818,0.8816523061327927
IF TUBI 18.12.2020_T4 2 A 40X10,10.0,9.0,1.0,2.0,0.8999910000899991,0.6602155805977462,0.7365400382618201,0.86433611289288
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x14",4.0,4.0,0.0,0.0,0.9999750006249845,0.7874348958333334,0.8770848440899203,0.885107939992682
IF ADPKD tubules 9-17.10.19 _T4 15 40X2,1.0,1.0,0.0,0.0,0.9999000099990001,0.8813838550247117,0.9744990892531876,0.9021922428330523
TUBULI ADPKD 11.12.2020_DBD 3 B 40X33,7.0,4.0,3.0,0.0,0.5714204082798817,0.7344173441734417,0.9481374768470878,0.765155289818967
IF 4-12.09.19 TETRAC tubo 15 40x1 (2),6.0,4.0,2.0,0.0,0.6666555557407376,0.37158558267334735,0.9196,0.38406281323087205
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x11",1.0,1.0,0.0,1.0,0.9999000099990001,0.5619886721208307,0.5713371721049264,0.9717083786724701
TUBULI ADPKD 11.12.2020_DBD 3 B 40X20,6.0,5.0,1.0,0.0,0.8333194446759221,0.7349644830307813,0.941747572815534,0.7699685794608897
IF TUBI 18.12.2020_CTRL 6 B 40X10,2.0,1.0,1.0,0.0,0.49997500124993743,0.6491228070175439,0.9623545516769336,0.6660350544765514
TUBI 29-30.07.2020_LM609+T4 19 40x18 side B,3.0,2.0,1.0,0.0,0.6666444451851604,0.8527879771155324,0.9842317926480734,0.864600467491992
TUBULI ADPKD 11.12.2020_T4 12 B 40X20,3.0,3.0,0.0,3.0,0.9999666677777407,0.7412515083606275,0.7684060042887777,0.9544950055493896
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X30,4.0,4.0,0.0,0.0,0.9999750006249845,0.8536058491193087,0.9155230796649438,0.9265873015873016
TUBI 29-30.07.2020_LM609+T4 19 40x13 side B,1.0,1.0,0.0,0.0,0.9999000099990001,0.8923076923076924,0.8988929889298893,0.99185667752443
IF TUBI 18.12.2020_CTRL 6 B 40X3,9.0,8.0,1.0,2.0,0.8888790124554172,0.6914987964018751,0.9014037985136251,0.7480811403508771
IF TUBI 18.12.2020_CTRL 6 B 40X2,1.0,1.0,0.0,2.0,0.9999000099990001,0.3502008032128514,0.3570843570843571,0.9478260869565217
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X18,3.0,2.0,1.0,0.0,0.6666444451851604,0.7860082304526749,0.9192513368983958,0.8443025540275049
IF TUBI 18.12.2020_CTRL 6 A 40X7,5.0,4.0,1.0,0.0,0.7999840003199936,0.7415565345080763,0.9313047487321346,0.7844660194174757
IF ADPKD tubules 9-17.10.19 _T3 31 40X7,2.0,1.0,1.0,0.0,0.49997500124993743,0.7401919866444073,0.8369513921661161,0.8649109973177274
IF TUBI 18.12.2020_T4 2 A 40X24,8.0,8.0,0.0,4.0,0.999987500156248,0.7468345526167698,0.8319228960977904,0.8795460193853036
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x1",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
IF TUBI 18.12.2020_CTRL 6 B 40X45,1.0,1.0,0.0,0.0,0.9999000099990001,0.9039748130657221,0.9247181964573269,0.975785896346644
IF ADPKD tubules 9-17.10.19 _Resv 24 40X23,2.0,1.0,1.0,0.0,0.49997500124993743,0.4012738853503185,0.9929947460595446,0.4024130589070263
IF TUBI 18.12.2020_DBD 18 B 40X8,5.0,5.0,0.0,0.0,0.999980000399992,0.8404698749526336,0.914639175257732,0.9120065789473685
IF TUBI 18.12.2020_DBD 18 A 40X3,6.0,5.0,1.0,0.0,0.8333194446759221,0.8586142322097379,0.9297508690614137,0.9181805178086111
IF TUBI 18.12.2020_CTRL 6 A 40X17,2.0,2.0,0.0,1.0,0.9999500024998749,0.750429307384087,0.7989031078610603,0.9251940719830628
TUBI 29-30.07.2020_T4 2 40x39 side A,7.0,6.0,1.0,2.0,0.8571306124198226,0.5413195226300382,0.8635057471264368,0.5919724205860626
IF ADPKD tubules 9-17.10.19 _Resv 24 40X8,2.0,2.0,0.0,0.0,0.9999500024998749,0.8022426095820592,0.9077277970011534,0.8734739178690344
TUBI 29-30.07.2020_T4 2 40x12 side A,2.0,2.0,0.0,0.0,0.9999500024998749,0.7869191049913942,0.8623161071293851,0.9
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato B 40x7",5.0,5.0,0.0,1.0,0.999980000399992,0.7651809751720012,0.889120611748349,0.8458994708994709
IF TUBI 18.12.2020_CTRL 6 B 40X28,7.0,5.0,2.0,0.0,0.7142755103498521,0.5036704730831973,0.8815132048536759,0.5402449693788276
TUBI 29-30.07.2020_T4 2 40x2 side B,3.0,1.0,2.0,1.0,0.3333222225925802,0.2507064997981429,0.5925572519083969,0.3029268292682927
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x10",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x9",5.0,5.0,0.0,2.0,0.999980000399992,0.6313455996453115,0.6980392156862745,0.8685574870387314
TUBI 29-30.07.2020_T4 2 40x54 side A,3.0,3.0,0.0,0.0,0.9999666677777407,0.7526881720430108,0.9577114427860697,0.7785642062689585
TUBI 29-30.07.2020_T4 2 40x57 side A,3.0,2.0,1.0,1.0,0.6666444451851604,0.6145710928319624,0.7742413027387121,0.7487473156764496
TUBULI ADPKD 11.12.2020_T4 12 A 40X2,3.0,3.0,0.0,2.0,0.9999666677777407,0.7368536371603857,0.7965419232591189,0.9076923076923077
TUBI 29-30.07.2020_LM609+T4 19 40x14 side B,5.0,3.0,2.0,1.0,0.5999880002399952,0.41446368884837437,0.8541014402003757,0.4460431654676259
IF TUBI 18.12.2020_T4 2 B 40X17,3.0,2.0,1.0,0.0,0.6666444451851604,0.6598072414691326,0.9558490566037736,0.6805480924234283
TUBI 29-30.07.2020_T4 2 40x15 side A,3.0,3.0,0.0,0.0,0.9999666677777407,0.7102259492196599,0.8514381457693382,0.8106886466365328
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x7",3.0,2.0,1.0,1.0,0.6666444451851604,0.2850061957868649,0.6503298774740811,0.33658536585365856
IF TUBI 18.12.2020_DBD+T4 14 B 40X13,4.0,4.0,0.0,0.0,0.9999750006249845,0.7868378231784487,0.906477817121433,0.8563557654466746
TUBULI ADPKD 11.12.2020_T4 12 B 40X14,5.0,5.0,0.0,1.0,0.999980000399992,0.8135863781482795,0.9084967320261438,0.8862055641421948
IF ADPKD tubules 9-17.10.19 _Triac 6 40X16,1.0,1.0,0.0,0.0,0.9999000099990001,0.42078364565587734,0.9801587301587301,0.42439862542955326
TUBI 29-30.07.2020_T4 2 40x10 side B,2.0,1.0,1.0,0.0,0.49997500124993743,0.6171284634760705,0.8526682134570766,0.6907894736842105
TUBULI ADPKD 11.12.2020_DBD 3 B 40X2,5.0,4.0,1.0,1.0,0.7999840003199936,0.7649511686601558,0.8505368472425573,0.8837474645030426
IF TUBI 18.12.2020_T4 2 A 40X30,4.0,3.0,1.0,1.0,0.7499812504687383,0.7618213660245184,0.9112549990478004,0.822871883061049
IF 4-12.09.19 40x1 TRIAC tubo 19 (13),1.0,1.0,0.0,0.0,0.9999000099990001,0.8357798165137614,0.8709369024856597,0.9539267015706806
IF TUBI 18.12.2020_DBD 18 A 40X22,2.0,2.0,0.0,0.0,0.9999500024998749,0.8330363960295241,0.9001650165016502,0.9178351093662367
IF 4-12.09.19 40x1 CTRL tubo 11 (1),5.0,5.0,0.0,0.0,0.999980000399992,0.7804016362960208,0.8663432758798638,0.887221223972096
IF TUBI 18.12.2020_T4 2 B 40X10,6.0,5.0,1.0,1.0,0.8333194446759221,0.5578675370597035,0.6426445245182516,0.8087539432176656
TUBULI ADPKD 11.12.2020_DBD 3 A 40X14,5.0,5.0,0.0,0.0,0.999980000399992,0.8246229849193968,0.8967906121871907,0.9110887675955185
IF TUBI 18.12.2020_T4 2 A 40X36,1.0,1.0,0.0,0.0,0.9999000099990001,0.8041125541125541,0.9060975609756098,0.8772136953955135
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x3",6.0,6.0,0.0,0.0,0.9999833336111065,0.7847919655667145,0.8999177406087195,0.8598375687712864
IF 4-12.09.19 TETRAC tubo 15 40x1 (4),16.0,14.0,2.0,5.0,0.8749945312841795,0.7721589477731666,0.8700660351988526,0.8728043882261255
IF TUBI 18.12.2020_DBD+T4 14 B 40X19,3.0,3.0,0.0,0.0,0.9999666677777407,0.6756393001345895,0.8155970755483347,0.7974583002382843
IF 4-12.09.19 TETRAC tubo 5 40x1  (8),10.0,10.0,0.0,2.0,0.999990000099999,0.663471174390682,0.7144835169310337,0.9028431750932716
TUBI 29-30.07.2020_LM609+T4 19 40x11 side B,6.0,4.0,2.0,0.0,0.6666555557407376,0.5861731296513906,0.9286379149860379,0.6138228055783429
TUBULI ADPKD 11.12.2020_DBD 3 B 40X9,5.0,4.0,1.0,1.0,0.7999840003199936,0.8168316831683168,0.916289592760181,0.8827025956013473
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X1,2.0,2.0,0.0,1.0,0.9999500024998749,0.8226268412438625,0.9050191312176458,0.9003582624272279
TUBULI ADPKD 11.12.2020_T4 12 A 40X15,6.0,5.0,1.0,0.0,0.8333194446759221,0.7827244132591338,0.8877607025246982,0.8686895810955961
IF 4-12.09.19 40x1 CTRL tubo 11 (10),2.0,2.0,0.0,0.0,0.9999500024998749,0.9074005206396429,0.9705648369132857,0.9330783938814532
IF TUBI 18.12.2020_DBD+T4 14 B 40X8,4.0,2.0,2.0,0.0,0.49998750031249223,0.5068523430592397,0.9227364185110664,0.5293167128347184
IF ADPKD tubules 9-17.10.19 _T3 31 40X11,3.0,2.0,1.0,0.0,0.6666444451851604,0.7824971493728621,0.9458993797381117,0.8191584601611459
TUBI 29-30.07.2020_LM609+T4 19 40x2 side A,5.0,2.0,3.0,0.0,0.3999920001599968,0.17189160467587672,0.7479768786127168,0.18245910885504793
IF TUBI 18.12.2020_DBD+T4 14 A 40X23,5.0,3.0,2.0,0.0,0.5999880002399952,0.7541466024612092,0.9134802333117304,0.81215787957361
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato B 40x4",4.0,3.0,1.0,1.0,0.7499812504687383,0.6205624711848778,0.8943521594684385,0.6696517412935323
TUBULI ADPKD 11.12.2020_DBD 3 B 40X14,4.0,4.0,0.0,1.0,0.9999750006249845,0.8414084507042253,0.9113653699466057,0.9163982205859794
TUBULI ADPKD 11.12.2020_T4 12 A 40X3,4.0,2.0,2.0,0.0,0.49998750031249223,0.5794564716720405,0.8517264725795531,0.6444672131147541
IF ADPKD tubules 9-17.10.19 _Resv 24 40X6,2.0,2.0,0.0,0.0,0.9999500024998749,0.8440032414910859,0.944671201814059,0.8878942881500427
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X9,4.0,3.0,1.0,0.0,0.7499812504687383,0.6791889007470651,0.8393563703508309,0.780667320902846
IF TUBI 18.12.2020_CTRL 6 B 40X7,3.0,3.0,0.0,0.0,0.9999666677777407,0.7490454703228046,0.9456617002629273,0.7827348567283279
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x3",7.0,4.0,3.0,0.0,0.5714204082798817,0.4363134276838108,0.8610354223433242,0.46936502042331973
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x5",4.0,4.0,0.0,1.0,0.9999750006249845,0.5373134328358209,0.6805829066561638,0.7185031185031185
TUBULI ADPKD 11.12.2020_DBD 3 A 40X22,8.0,6.0,2.0,0.0,0.7499906251171861,0.8260192966075319,0.9298414644827888,0.8809227450004149
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X11,2.0,2.0,0.0,0.0,0.9999500024998749,0.8967300942176243,0.9386965770643976,0.9525117739403454
IF ADPKD tubules 9-17.10.19 _Triac 6 40X7,1.0,1.0,0.0,0.0,0.9999000099990001,0.6787709497206704,0.9878048780487805,0.6845070422535211
IF TUBI 18.12.2020_DBD+T4 14 A 40X15,8.0,7.0,1.0,0.0,0.874989062636717,0.8342130696602483,0.9275853517401008,0.8923260437375745
IF ADPKD tubules 9-17.10.19 _Resv 24 40X5,1.0,1.0,0.0,0.0,0.9999000099990001,0.2,0.92,0.20353982300884957
TUBI 29-30.07.2020_T4 2 40x15 side B,2.0,2.0,0.0,0.0,0.9999500024998749,0.843889079082506,0.8722576079263977,0.962890625
IF TUBI 18.12.2020_DBD 18 A 40X6,5.0,5.0,0.0,1.0,0.999980000399992,0.7516579406631763,0.9088415277484702,0.8129482823707059
IF 4-12.09.19 CTRL tubo 21 40x1  (7),1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
IF TUBI 18.12.2020_CTRL 6 A 40X18,2.0,2.0,0.0,2.0,0.9999500024998749,0.701565306646138,0.720611491829204,0.9636940430031724
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x10",1.0,1.0,0.0,1.0,0.9999000099990001,0.4650817236255572,0.5619389587073609,0.7296037296037297
